folder,problem,file,ok,errortype,msg,actual
V1/,Ericson2017figure4,Ericson2017figure4_0,False,runtime error,error running Ericson2017figure4_0,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10147b780>)"
V1/,Ericson2017figure4,Ericson2017figure4_1,False,runtime error,error running Ericson2017figure4_1,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10147ba80>)"
V1/,Ericson2017figure4,Ericson2017figure4_2,False,runtime error,error running Ericson2017figure4_2,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10147b6c0>)"
V1/,Ericson2017figure4,Ericson2017figure4_3,False,runtime error,error running Ericson2017figure4_3,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10147ba40>)"
V1/,Ericson2017figure4,Ericson2017figure4_4,False,runtime error,error running Ericson2017figure4_4,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10147b780>)"
V1/,Ericson2017figure4,Ericson2017figure4_5,False,runtime error,error running Ericson2017figure4_5,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10147be80>)"
V1/,Ericson2017figure4,Ericson2017figure4_6,False,runtime error,error running Ericson2017figure4_6,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c080>)"
V1/,Ericson2017figure4,Ericson2017figure4_7,False,runtime error,error running Ericson2017figure4_7,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c140>)"
V1/,Ericson2017figure4,Ericson2017figure4_8,False,runtime error,error running Ericson2017figure4_8,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c080>)"
V1/,Ericson2017figure4,Ericson2017figure4_9,False,runtime error,error running Ericson2017figure4_9,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c140>)"
V1/,Ericson2017figure4,Ericson2017figure4_10,False,runtime error,error running Ericson2017figure4_10,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c2c0>)"
V1/,Ericson2017figure4,Ericson2017figure4_11,False,runtime error,error running Ericson2017figure4_11,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c140>)"
V1/,Ericson2017figure4,Ericson2017figure4_12,False,runtime error,error running Ericson2017figure4_12,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c080>)"
V1/,Ericson2017figure4,Ericson2017figure4_13,False,runtime error,error running Ericson2017figure4_13,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c700>)"
V1/,Ericson2017figure4,Ericson2017figure4_14,False,runtime error,error running Ericson2017figure4_14,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c440>)"
V1/,Ericson2017figure4,Ericson2017figure4_15,False,runtime error,error running Ericson2017figure4_15,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c140>)"
V1/,Ericson2017figure4,Ericson2017figure4_16,False,runtime error,error running Ericson2017figure4_16,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148c880>)"
V1/,Ericson2017figure4,Ericson2017figure4_17,False,runtime error,error running Ericson2017figure4_17,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148cac0>)"
V1/,Ericson2017figure4,Ericson2017figure4_18,False,runtime error,error running Ericson2017figure4_18,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148cb80>)"
V1/,Ericson2017figure4,Ericson2017figure4_19,False,runtime error,error running Ericson2017figure4_19,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10148cdc0>)"
V1/,Ericson2022figure2,Ericson2022figure2_2,False,import error,error importing source code Ericson2022figure2_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Ericson2022figure2/Ericson2022figure2_2.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x1019d0a00>)"
V1/,Ericson2022figure2,Ericson2022figure2_11,False,import error,error importing source code Ericson2022figure2_11,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Ericson2022figure2/Ericson2022figure2_11.py', 2, 1, 'if guess == target:\n', 2, 3)), <traceback object at 0x1019d1d40>)"
V1/,Ericson2022figure3,Ericson2022figure3_12,False,output incorrect,a b = 'ab' 'a b',a b
V1/,Ericson2022figure3,Ericson2022figure3_12,False,output incorrect,aa bb = 'ab',aa bb
V1/,Ericson2022figure3,Ericson2022figure3_12,False,output incorrect,aaa bbb = ab,aaa bbb
V1/,Ericson2022figure3,Ericson2022figure3_12,False,output incorrect,"' spacea',' spaceb' = [  ] ", spacea  spaceb
V1/,Ericson2022figure3,Ericson2022figure3_12,False,output incorrect,"' spacesa ',' spacesb ' = ...", spacesa   spacesb 
V1/,Ericson2022figure3,Ericson2022figure3_12,False,output incorrect,"'a z','b z' = ab",a z b z
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(0,True) :",10:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(1,True) :",7:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(2,True) :",7:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(3,True) :",7:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(4,True) :",7:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(5,True) :",7:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(6,True) :",10:00
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(0,False) :",off
V1/,Ericson2022figure4,Ericson2022figure4_8,False,output incorrect,"(6,False) :",off
V1/,Ericson2022figure8,Ericson2022figure8_4,False,runtime error,[] = 0,
V1/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_0,False,runtime error,error running Haynes_Magyar2022figure2_0,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x102e0b880>)"
V1/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_2,False,import error,error importing source code Haynes_Magyar2022figure2_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_2.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x102e0bc80>)"
V1/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_4,False,runtime error,error running Haynes_Magyar2022figure2_4,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x102e1c040>)"
V1/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_17,False,runtime error,error running Haynes_Magyar2022figure2_17,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x102e1d480>)"
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_0,False,import error,error importing source code Haynes_Magyar2022figure4_0,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_0.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102d67940>)"
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_1,False,import error,error importing source code Haynes_Magyar2022figure4_1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_1.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102d67c00>)"
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_2,False,import error,error importing source code Haynes_Magyar2022figure4_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_2.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102d64240>)"
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_4,False,runtime error,error running Haynes_Magyar2022figure4_4,"(<class 'TypeError'>, TypeError(""bad operand type for abs(): 'NoneType'""), <traceback object at 0x102d78840>)"
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"0,0,0,[0]=1",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"1,0,0,[0]=0",1
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"0,0,1,[0,0]=2",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"0,0,1,[0,0,0]=2",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"0,0,1,[0,0,0,0]=2",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"0,0,2,[0,0,0,0]=3",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"0,0,3,[0,0,0,0]=4",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"3,0,3,[1,2,3,1,2,3,1,2,3]=1",2
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"3,0,8,[1,2,3,1,2,3,1,2,3]=3",2
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"2,0,8,[1,2,3,1,2,3,1,2,3]=3",1
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"1,0,8,[1,2,3,1,2,3,1,2,3]=3",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,0,0,[9,9,9,9,9,9,9,9,9]=1",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,0,1,[9,9,9,9,9,9,9,9,9]=2",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,0,2,[9,9,9,9,9,9,9,9,9]=3",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,0,3,[9,9,9,9,9,9,9,9,9]=4",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,0,8,[9,9,9,9,9,9,9,9,9]=9",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,8,8,[9,9,9,9,9,9,9,9,9]=1",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,7,8,[9,9,9,9,9,9,9,9,9]=2",0
V1/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,output incorrect,"9,4,5,[9,9,9,9,9,9,9,9,9]=2",0
V1/,Karavirta2012Figure3,Karavirta2012Figure3_0,False,runtime error,error running Karavirta2012Figure3_0,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1053f7a40>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_2,False,runtime error,error running Karavirta2012Figure3_2,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1054041c0>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_4,False,runtime error,error running Karavirta2012Figure3_4,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1054047c0>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_10,False,runtime error,error running Karavirta2012Figure3_10,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x105405340>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_11,False,import error,error importing source code Karavirta2012Figure3_11,"(<class 'NameError'>, NameError(""name 'alist' is not defined""), <traceback object at 0x105404800>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_15,False,runtime error,error running Karavirta2012Figure3_15,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x105405cc0>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_17,False,import error,error importing source code Karavirta2012Figure3_17,"(<class 'NameError'>, NameError(""name 'alist' is not defined""), <traceback object at 0x105406000>)"
V1/,Karavirta2012Figure3,Karavirta2012Figure3_19,False,runtime error,error running Karavirta2012Figure3_19,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x105406400>)"
V1/,Weinmann2021figure1,Weinmann2021figure1_2,False,import error,error importing source code Weinmann2021figure1_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V1/Weinmann2021figure1/Weinmann2021figure1_2.py', 2, 1, 'for index in range (len(li)-1,-1,-1):\n', 2, 4)), <traceback object at 0x1050cd480>)"
V2/,Ericson2017figure1,Ericson2017figure1_3,False,import error,error importing source code Ericson2017figure1_3,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure1/Ericson2017figure1_3.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x10172fe00>)"
V2/,Ericson2017figure1,Ericson2017figure1_7,False,runtime error,error running Ericson2017figure1_7,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x10173ca40>)"
V2/,Ericson2017figure1,Ericson2017figure1_16,False,runtime error,error running Ericson2017figure1_16,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x10173dc80>)"
V2/,Ericson2017figure1,Ericson2017figure1_19,False,import error,error importing source code Ericson2017figure1_19,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure1/Ericson2017figure1_19.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x10173d8c0>)"
V2/,Ericson2017figure4,Ericson2017figure4_0,False,import error,error importing source code Ericson2017figure4_0,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_0.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x104ccf780>)"
V2/,Ericson2017figure4,Ericson2017figure4_1,False,runtime error,error running Ericson2017figure4_1,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ccfa80>)"
V2/,Ericson2017figure4,Ericson2017figure4_2,False,runtime error,error running Ericson2017figure4_2,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ccf800>)"
V2/,Ericson2017figure4,Ericson2017figure4_3,False,import error,error importing source code Ericson2017figure4_3,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_3.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x104ccfa40>)"
V2/,Ericson2017figure4,Ericson2017figure4_4,False,runtime error,error running Ericson2017figure4_4,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ccfa00>)"
V2/,Ericson2017figure4,Ericson2017figure4_5,False,runtime error,error running Ericson2017figure4_5,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ccfe00>)"
V2/,Ericson2017figure4,Ericson2017figure4_6,False,runtime error,error running Ericson2017figure4_6,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ccc240>)"
V2/,Ericson2017figure4,Ericson2017figure4_7,False,import error,error importing source code Ericson2017figure4_7,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_7.py', 2, 1, 'if (end - start + 1) >= 1:\n', 2, 3)), <traceback object at 0x104ccfd80>)"
V2/,Ericson2017figure4,Ericson2017figure4_8,False,import error,error importing source code Ericson2017figure4_8,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_8.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x104ccf780>)"
V2/,Ericson2017figure4,Ericson2017figure4_9,False,import error,error importing source code Ericson2017figure4_9,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_9.py', 2, 1, 'if (end - start + 1) >= 1:\n', 2, 3)), <traceback object at 0x104ccfd80>)"
V2/,Ericson2017figure4,Ericson2017figure4_10,False,import error,error importing source code Ericson2017figure4_10,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_10.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x104ccfe40>)"
V2/,Ericson2017figure4,Ericson2017figure4_11,False,runtime error,error running Ericson2017figure4_11,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce04c0>)"
V2/,Ericson2017figure4,Ericson2017figure4_12,False,import error,error importing source code Ericson2017figure4_12,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_12.py', 2, 1, 'if (end - start + 1) >= 1:\n', 2, 3)), <traceback object at 0x104ce0240>)"
V2/,Ericson2017figure4,Ericson2017figure4_13,False,runtime error,error running Ericson2017figure4_13,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce0480>)"
V2/,Ericson2017figure4,Ericson2017figure4_14,False,runtime error,error running Ericson2017figure4_14,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce0640>)"
V2/,Ericson2017figure4,Ericson2017figure4_15,False,runtime error,error running Ericson2017figure4_15,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce04c0>)"
V2/,Ericson2017figure4,Ericson2017figure4_16,False,import error,error importing source code Ericson2017figure4_16,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2017figure4/Ericson2017figure4_16.py', 2, 1, 'if (end - start + 1) >= 1:\n', 2, 3)), <traceback object at 0x104ce0600>)"
V2/,Ericson2017figure4,Ericson2017figure4_17,False,runtime error,error running Ericson2017figure4_17,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce06c0>)"
V2/,Ericson2017figure4,Ericson2017figure4_18,False,runtime error,error running Ericson2017figure4_18,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce0b80>)"
V2/,Ericson2017figure4,Ericson2017figure4_19,False,runtime error,error running Ericson2017figure4_19,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104ce0280>)"
V2/,Ericson2018figure5,Ericson2018figure5_5,False,import error,error importing source code Ericson2018figure5_5,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2018figure5/Ericson2018figure5_5.py', 2, 1, 'max = elList[start]\n', 2, 4)), <traceback object at 0x1009854c0>)"
V2/,Ericson2018figure5,Ericson2018figure5_6,False,import error,error importing source code Ericson2018figure5_6,"(<class 'IndentationError'>, IndentationError(""expected an indented block after 'for' statement on line 3"", ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2018figure5/Ericson2018figure5_6.py', 4, 1, 'value = elList[index]\n', 4, 6)), <traceback object at 0x100985680>)"
V2/,Ericson2018figure5,Ericson2018figure5_19,False,import error,error importing source code Ericson2018figure5_19,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2018figure5/Ericson2018figure5_19.py', 2, 1, 'max = elList[start]\n', 2, 4)), <traceback object at 0x100986e80>)"
V2/,Ericson2022figure2,Ericson2022figure2_2,False,import error,error importing source code Ericson2022figure2_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure2/Ericson2022figure2_2.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100874b80>)"
V2/,Ericson2022figure2,Ericson2022figure2_5,False,import error,error importing source code Ericson2022figure2_5,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure2/Ericson2022figure2_5.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100875140>)"
V2/,Ericson2022figure2,Ericson2022figure2_9,False,import error,error importing source code Ericson2022figure2_9,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure2/Ericson2022figure2_9.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100875880>)"
V2/,Ericson2022figure2,Ericson2022figure2_11,False,import error,error importing source code Ericson2022figure2_11,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure2/Ericson2022figure2_11.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100875b40>)"
V2/,Ericson2022figure2,Ericson2022figure2_12,False,import error,error importing source code Ericson2022figure2_12,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure2/Ericson2022figure2_12.py', 2, 1, 'if guess == target:\n', 2, 3)), <traceback object at 0x100875d40>)"
V2/,Ericson2022figure2,Ericson2022figure2_14,False,import error,error importing source code Ericson2022figure2_14,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure2/Ericson2022figure2_14.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100875ec0>)"
